@GervasioFarias;bruno_poeta;1347576288000;NULL;
@HelgaFarias;bruno_poeta;1347576439000;NULL;
@DrValterPaiva;bruno_poeta;1347576945000;NULL;
@VauRodrigues_JP;bruno_poeta;1347620630000;NULL;
@marketing_56;bruno_poeta;1347620792000;NULL;
@romulogondim;bruno_poeta;1347620829000;NULL;
@VauRodrigues_JP;bruno_poeta;1347632988000;NULL;
@Renan__farias;bruno_poeta;1347657754000;NULL;
@DrValterPaiva;bruno_poeta;1347661688000;NULL;
@ronaldo_ruffo;bruno_poeta;1347662262000;NULL;
@albertolaurindo;bruno_poeta;1347703558000;NULL;
@ricardodvl;bruno_poeta;1347704650000;NULL;
@RamonSchnayder;bruno_poeta;1347704928000;NULL;
@ricardodvl;bruno_poeta;1347705574000;NULL;
@albertolaurindo;bruno_poeta;1347706179000;NULL;
@bruno_poeta;bruno_poeta;1347706202000;NULL;
@DrValterPaiva;bruno_poeta;1347706967000;NULL;
@Renan__farias;bruno_poeta;1347708125000;NULL;
@Renan__farias;bruno_poeta;1347708549000;NULL;
@DrValterPaiva;bruno_poeta;1347711146000;NULL;
@TucaBrito;bruno_poeta;1347711727000;NULL;
@ronaldo_ruffo;bruno_poeta;1347718776000;NULL;
@Renan__farias;bruno_poeta;1347752062000;NULL;
@MarinaFarias10;bruno_poeta;1347802259000;NULL;
@WSBadv;bruno_poeta;1347802462000;NULL;
@tonymelojr;bruno_poeta;1347804285000;NULL;
@ProfessorALB;bruno_poeta;1347890817000;NULL;
@gabrielhonorat0;bruno_poeta;1347897376000;NULL;
@FHmat;bruno_poeta;1347906958000;NULL;
@VauRodrigues_JP;bruno_poeta;1347922518000;NULL;
@VauRodrigues_JP;bruno_poeta;1347929995000;NULL;
@tavinhosantosjp;bruno_poeta;1347963858000;NULL;
@DrValterPaiva;bruno_poeta;1347966484000;NULL;
@IgorFarias_;bruno_poeta;1347967140000;NULL;
@albertolaurindo;bruno_poeta;1347968089000;NULL;
@JairSoaresJP;bruno_poeta;1347968462000;NULL;
@GervasioFarias;bruno_poeta;1347969838000;NULL;
@GervasioFarias;bruno_poeta;1347969856000;NULL;
@GervasioFarias;bruno_poeta;1347969925000;NULL;
@adaircoutinho;bruno_poeta;1347970274000;NULL;
@DrValterPaiva;bruno_poeta;1347970749000;NULL;
@ze_marc;bruno_poeta;1347972958000;NULL;
@MarinaFarias10;bruno_poeta;1347979265000;NULL;
@HelgaFarias;bruno_poeta;1347983867000;NULL;
@tavinhosantosjp;bruno_poeta;1347992663000;NULL;
@faveladusiny;bruno poeta;1348022270000;NULL;
@GervasioFarias;bruno_poeta;1348111746000;NULL;
@thyago_portela;bruno_poeta;1348186206000;NULL;
@WalberOliveiras;bruno_poeta;1348186488000;NULL;
@FernandoMedeiJP;bruno_poeta;1348224566000;-7.1163044,-34.8286694;
