@GeraldoAmorim;geraldoAmorim;1347580395000;NULL;
@CheckMat_;geraldoAmorim;1347581296000;NULL;
@GeraldoAmorim;geraldoAmorim;1347581703000;NULL;
@ThiagoNSMaior;geraldoAmorim;1347582117000;NULL;
@aadysson;geraldoAmorim;1347618927000;NULL;
@hyldinho;geraldoAmorim;1347619008000;NULL;
@GervasioFarias;geraldoAmorim;1347619080000;NULL;
@CheckMat_;geraldoAmorim;1347622127000;NULL;
@GeraldoAmorim;geraldoAmorim;1347623301000;NULL;
@aadysson;geraldoAmorim;1347634811000;NULL;
@aadysson;geraldoAmorim;1347634832000;NULL;
@GeraldoAmorim;geraldoAmorim;1347634943000;NULL;
@AMoringaJP;geraldoAmorim;1347634959000;NULL;
@fikkumamoto;geraldoAmorim;1347635578000;NULL;
